time,symbol_id,symbol_name,last,trade_volume,trade_amount,open_interest_change,open,high,low,close,yesterday_settlementprice,yesterday_close,today_open,today_high,today_low,volume,amount,open_interest
2023-05-09 21:30:00,rr2312,rr2312,3455.0,0.0,0.0,0.0,3455.0,3455.0,3455.0,3455.0,3452.0,3455.0,3455.0,3455.0,3455.0,0.0,0.0,237
2023-05-09 22:00:00,rr2312,rr2312,3455.0,0.0,0.0,0.0,3455.0,3455.0,3455.0,3455.0,3452.0,3455.0,3455.0,3455.0,3455.0,0.0,0.0,237
2023-05-09 22:30:00,rr2312,rr2312,3455.0,0.0,0.0,0.0,3455.0,3455.0,3455.0,3455.0,3452.0,3455.0,3455.0,3455.0,3455.0,0.0,0.0,237
2023-05-09 23:00:00,rr2312,rr2312,3455.0,0.0,0.0,0.0,3455.0,3455.0,3455.0,3455.0,3452.0,3455.0,3455.0,3455.0,3455.0,0.0,0.0,237
2023-05-10 09:30:00,rr2312,rr2312,3455.0,0.0,0.0,0.0,3455.0,3455.0,3455.0,3455.0,3452.0,3455.0,3455.0,3455.0,3455.0,0.0,0.0,237
2023-05-10 10:00:00,rr2312,rr2312,3455.0,0.0,0.0,0.0,3455.0,3455.0,3455.0,3455.0,3452.0,3455.0,3455.0,3455.0,3455.0,0.0,0.0,237
2023-05-10 10:45:00,rr2312,rr2312,3453.0,3.0,103590.0,1.0,3453.0,3453.0,3453.0,3455.0,3452.0,3455.0,3453.0,3453.0,3453.0,3.0,103590.0,238
2023-05-10 11:15:00,rr2312,rr2312,3453.0,0.0,0.0,0.0,3453.0,3453.0,3453.0,3453.0,3452.0,3455.0,3453.0,3453.0,3453.0,3.0,103590.0,238
2023-05-10 13:45:00,rr2312,rr2312,3453.0,0.0,0.0,0.0,3453.0,3453.0,3453.0,3453.0,3452.0,3455.0,3453.0,3453.0,3453.0,3.0,103590.0,238
2023-05-10 14:15:00,rr2312,rr2312,3453.0,0.0,0.0,0.0,3453.0,3453.0,3453.0,3453.0,3452.0,3455.0,3453.0,3453.0,3453.0,3.0,103590.0,238
2023-05-10 14:45:00,rr2312,rr2312,3453.0,0.0,0.0,0.0,3453.0,3453.0,3453.0,3453.0,3452.0,3455.0,3453.0,3453.0,3453.0,3.0,103590.0,238
2023-05-10 15:00:00,rr2312,rr2312,3450.0,1.0,34500.0,1.0,3453.0,3453.0,3450.0,3453.0,3452.0,3455.0,3453.0,3453.0,3450.0,4.0,138090.0,239
