time,symbol_id,symbol_name,last,trade_volume,trade_amount,open_interest_change,bv1,bp1,ap1,av1,yesterday_close,today_open,today_high,today_low,volume,amount,open_interest
2023-05-09 20:55:36,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,1,0.5,0.0,0,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-09 21:02:41,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,1,1.0,0.0,0,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-09 21:05:54,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,1,1.5,0.0,0,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-09 21:07:41,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,1,2.0,0.0,0,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-09 21:08:33,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,1,2.5,0.0,0,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-09 21:10:29,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,1,3.0,0.0,0,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-09 21:12:47,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,1,6.0,0.0,0,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-09 21:12:59,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,1,6.5,0.0,0,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-09 22:57:21,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,1,2.5,0.0,0,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-10 09:03:29,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,1,3.0,0.0,0,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-10 09:35:22,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,1,6.0,0.0,0,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-10 09:35:23,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,1,6.5,0.0,0,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-10 09:37:39,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,1,7.0,0.0,0,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-10 09:37:39,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,1,7.5,0.0,0,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-10 10:12:16,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,1,7.0,0.0,0,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-10 10:30:30,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,1,7.5,0.0,0,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-10 11:27:15,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,1,7.0,0.0,0,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-10 13:32:53,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,1,7.5,0.0,0,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-10 14:20:45,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,1,65.5,89.5,1,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-10 14:20:47,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,2,65.5,89.5,2,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-10 14:20:54,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,1,79.5,89.5,2,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-10 14:20:57,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,1,79.5,89.5,1,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-10 14:20:59,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,1,79.5,96.0,1,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-10 14:21:01,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,1,79.5,93.0,1,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-10 14:21:02,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,2,79.5,93.0,2,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-10 14:21:05,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,1,79.5,93.0,2,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-10 14:21:12,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,1,79.5,93.0,1,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-10 14:21:13,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,1,7.0,0.0,0,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-10 14:21:14,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,1,7.5,0.0,0,91.0,0.0,0.0,0.0,0.0,0.0,4
2023-05-10 15:01:15,p2312-C-8500,p2312-C-8500,91.0,0.0,0.0,0.0,1,7.5,0.0,0,91.0,0.0,0.0,0.0,0.0,0.0,4
