,time,symbol_id,symbol_name,last,trade_volume,trade_amount,open_interest_change,bv1,bp1,ap1,av1,yesterday_close,today_open,today_high,today_low,volume,amount,open_interest,open,high,low,close,yesterday_settlementprice
0,2023-07-05 21:30:00,p2310,p2310,7570.0,5366.0,404394520.0,-3994.0,3,7568.0,7572.0,58,7542.0,7532.0,7574.0,7516.0,5366.0,404394520.0,88855,7532.0,7574.0,7516.0,7542.0,7544.0
1,2023-07-05 22:00:00,p2310,p2310,7570.0,2648.0,200545280.0,-104.0,57,7568.0,7572.0,3,7542.0,7532.0,7592.0,7516.0,8014.0,604939800.0,88751,7572.0,7592.0,7552.0,7570.0,7544.0
2,2023-07-05 22:30:00,p2310,p2310,7576.0,1803.0,136467120.0,-50.0,67,7574.0,7578.0,4,7542.0,7532.0,7592.0,7516.0,9817.0,741406920.0,88701,7570.0,7592.0,7544.0,7570.0,7544.0
3,2023-07-05 23:00:00,p2310,p2310,7554.0,1367.0,103354880.0,-98.0,1,7544.0,7568.0,3,7542.0,7532.0,7592.0,7516.0,11184.0,844761800.0,88603,7576.0,7576.0,7544.0,7576.0,7544.0
4,2023-07-06 09:30:00,p2310,p2310,7536.0,1655.0,124430700.0,-97.0,27,7530.0,7534.0,11,7542.0,7532.0,7592.0,7502.0,12839.0,969192500.0,88506,7540.0,7540.0,7502.0,7554.0,7544.0
5,2023-07-06 10:00:00,p2310,p2310,7552.0,861.0,64910440.0,33.0,6,7550.0,7554.0,49,7542.0,7532.0,7592.0,7502.0,13700.0,1034102940.0,88539,7536.0,7558.0,7524.0,7536.0,7544.0
6,2023-07-06 10:45:00,p2310,p2310,7524.0,1919.0,144599580.0,-53.0,18,7522.0,7526.0,38,7542.0,7532.0,7592.0,7502.0,15619.0,1178702520.0,88486,7552.0,7556.0,7512.0,7552.0,7544.0
7,2023-07-06 11:15:00,p2310,p2310,7534.0,2022.0,152702560.0,-34.0,47,7528.0,7532.0,29,7542.0,7532.0,7592.0,7502.0,17641.0,1331405080.0,88452,7524.0,7576.0,7522.0,7524.0,7544.0
8,2023-07-06 13:45:00,p2310,p2310,7546.0,1211.0,91262340.0,-116.0,43,7544.0,7548.0,13,7542.0,7532.0,7592.0,7502.0,18852.0,1422667420.0,88336,7534.0,7552.0,7516.0,7534.0,7544.0
9,2023-07-06 14:15:00,p2310,p2310,7554.0,656.0,49535540.0,-53.0,10,7552.0,7556.0,57,7542.0,7532.0,7592.0,7502.0,19508.0,1472202960.0,88283,7546.0,7558.0,7542.0,7546.0,7544.0
10,2023-07-06 14:45:00,p2310,p2310,7548.0,917.0,69339120.0,-14.0,2,7548.0,7550.0,19,7542.0,7532.0,7592.0,7502.0,20425.0,1541542080.0,88269,7554.0,7574.0,7544.0,7554.0,7544.0
11,2023-07-06 15:00:00,p2310,p2310,7556.0,411.0,31047740.0,4.0,5,7544.0,7562.0,22,7542.0,7532.0,7592.0,7502.0,20836.0,1572589820.0,88273,7548.0,7566.0,7542.0,7548.0,7544.0
