,time,symbol_id,symbol_name,last,trade_volume,trade_amount,open_interest_change,bv1,bp1,ap1,av1,yesterday_close,today_open,today_high,today_low,volume,amount,open_interest,open,high,low,close,yesterday_settlementprice
0,2023-10-09 21:30:00,zn2401C18600,zn2401C18600,2958.0,0.0,0.0,0.0,1,1988.0,0.0,0,2958.0,2958.0,2958.0,2958.0,0.0,0.0,0,2958.0,2958.0,2958.0,2958.0,2958.0
1,2023-10-09 22:00:00,zn2401C18600,zn2401C18600,2958.0,0.0,0.0,0.0,1,1988.0,0.0,0,2958.0,2958.0,2958.0,2958.0,0.0,0.0,0,2958.0,2958.0,2958.0,2958.0,2958.0
2,2023-10-09 22:30:00,zn2401C18600,zn2401C18600,2958.0,0.0,0.0,0.0,1,1988.0,0.0,0,2958.0,2958.0,2958.0,2958.0,0.0,0.0,0,2958.0,2958.0,2958.0,2958.0,2958.0
3,2023-10-09 23:00:00,zn2401C18600,zn2401C18600,2958.0,0.0,0.0,0.0,1,1988.0,0.0,0,2958.0,2958.0,2958.0,2958.0,0.0,0.0,0,2958.0,2958.0,2958.0,2958.0,2958.0
4,2023-10-09 23:30:00,zn2401C18600,zn2401C18600,2958.0,0.0,0.0,0.0,1,1988.0,0.0,0,2958.0,2958.0,2958.0,2958.0,0.0,0.0,0,2958.0,2958.0,2958.0,2958.0,2958.0
5,2023-10-10,zn2401C18600,zn2401C18600,2958.0,0.0,0.0,0.0,1,1988.0,0.0,0,2958.0,2958.0,2958.0,2958.0,0.0,0.0,0,2958.0,2958.0,2958.0,2958.0,2958.0
6,2023-10-10 00:30:00,zn2401C18600,zn2401C18600,2958.0,0.0,0.0,0.0,1,1988.0,0.0,0,2958.0,2958.0,2958.0,2958.0,0.0,0.0,0,2958.0,2958.0,2958.0,2958.0,2958.0
7,2023-10-10 01:00:00,zn2401C18600,zn2401C18600,2958.0,0.0,0.0,0.0,1,1988.0,0.0,0,2958.0,2958.0,2958.0,2958.0,0.0,0.0,0,2958.0,2958.0,2958.0,2958.0,2958.0
8,2023-10-10 09:30:00,zn2401C18600,zn2401C18600,2958.0,0.0,0.0,0.0,1,1890.0,0.0,0,2958.0,2958.0,2958.0,2958.0,0.0,0.0,0,2958.0,2958.0,2958.0,2958.0,2958.0
9,2023-10-10 10:00:00,zn2401C18600,zn2401C18600,2958.0,0.0,0.0,0.0,1,1890.0,0.0,0,2958.0,2958.0,2958.0,2958.0,0.0,0.0,0,2958.0,2958.0,2958.0,2958.0,2958.0
10,2023-10-10 10:45:00,zn2401C18600,zn2401C18600,2958.0,0.0,0.0,0.0,1,1890.0,0.0,0,2958.0,2958.0,2958.0,2958.0,0.0,0.0,0,2958.0,2958.0,2958.0,2958.0,2958.0
11,2023-10-10 11:15:00,zn2401C18600,zn2401C18600,2958.0,0.0,0.0,0.0,1,1890.0,0.0,0,2958.0,2958.0,2958.0,2958.0,0.0,0.0,0,2958.0,2958.0,2958.0,2958.0,2958.0
12,2023-10-10 13:45:00,zn2401C18600,zn2401C18600,2958.0,0.0,0.0,0.0,1,1890.0,0.0,0,2958.0,2958.0,2958.0,2958.0,0.0,0.0,0,2958.0,2958.0,2958.0,2958.0,2958.0
13,2023-10-10 14:15:00,zn2401C18600,zn2401C18600,2958.0,0.0,0.0,0.0,1,1890.0,0.0,0,2958.0,2958.0,2958.0,2958.0,0.0,0.0,0,2958.0,2958.0,2958.0,2958.0,2958.0
14,2023-10-10 14:45:00,zn2401C18600,zn2401C18600,2958.0,0.0,0.0,0.0,1,1890.0,0.0,0,2958.0,2958.0,2958.0,2958.0,0.0,0.0,0,2958.0,2958.0,2958.0,2958.0,2958.0
15,2023-10-10 15:00:00,zn2401C18600,zn2401C18600,2958.0,0.0,0.0,0.0,0,0.0,0.0,0,2958.0,2958.0,2958.0,2958.0,0.0,0.0,0,2958.0,2958.0,2958.0,2958.0,2958.0
