,time,symbol_id,symbol_name,last,trade_volume,trade_amount,open_interest_change,open,high,low,close,yesterday_settlementprice,yesterday_close,today_open,today_high,today_low,volume,amount,open_interest
0,2023-07-07 21:30:00,zn2401,zn2401,19325.0,9.0,869825.0,-1.0,19295.0,19355.0,19295.0,19350.0,19525.0,19350.0,19295.0,19355.0,19295.0,9.0,869825.0,606
1,2023-07-07 22:00:00,zn2401,zn2401,19410.0,11.0,1067250.0,10.0,19325.0,19410.0,19325.0,19325.0,19525.0,19350.0,19295.0,19410.0,19295.0,20.0,1937075.0,616
2,2023-07-07 22:30:00,zn2401,zn2401,19390.0,2.0,193925.0,2.0,19410.0,19410.0,19390.0,19410.0,19525.0,19350.0,19295.0,19410.0,19295.0,22.0,2131000.0,618
3,2023-07-07 23:00:00,zn2401,zn2401,19395.0,1.0,96975.0,-1.0,19390.0,19395.0,19390.0,19390.0,19525.0,19350.0,19295.0,19410.0,19295.0,23.0,2227975.0,617
4,2023-07-07 23:30:00,zn2401,zn2401,19395.0,0.0,0.0,0.0,19395.0,19395.0,19395.0,19395.0,19525.0,19350.0,19295.0,19410.0,19295.0,23.0,2227975.0,617
5,2023-07-08,zn2401,zn2401,19395.0,0.0,0.0,0.0,19395.0,19395.0,19395.0,19395.0,19525.0,19350.0,19295.0,19410.0,19295.0,23.0,2227975.0,617
6,2023-07-08 00:30:00,zn2401,zn2401,19395.0,0.0,0.0,0.0,19395.0,19395.0,19395.0,19395.0,19525.0,19350.0,19295.0,19410.0,19295.0,23.0,2227975.0,617
7,2023-07-08 01:00:00,zn2401,zn2401,19415.0,2.0,194200.0,-1.0,19395.0,19425.0,19395.0,19395.0,19525.0,19350.0,19295.0,19425.0,19295.0,25.0,2422175.0,616
8,2023-07-10 09:30:00,zn2401,zn2401,19430.0,6.0,582900.0,6.0,19415.0,19430.0,19415.0,19415.0,19525.0,19350.0,19295.0,19430.0,19295.0,31.0,3005075.0,622
9,2023-07-10 10:00:00,zn2401,zn2401,19385.0,4.0,387775.0,3.0,19430.0,19430.0,19385.0,19430.0,19525.0,19350.0,19295.0,19430.0,19295.0,35.0,3392850.0,625
10,2023-07-10 10:45:00,zn2401,zn2401,19330.0,3.0,290000.0,0.0,19385.0,19385.0,19330.0,19385.0,19525.0,19350.0,19295.0,19430.0,19295.0,38.0,3682850.0,625
11,2023-07-10 11:15:00,zn2401,zn2401,19375.0,2.0,193700.0,1.0,19330.0,19375.0,19330.0,19330.0,19525.0,19350.0,19295.0,19430.0,19295.0,40.0,3876550.0,626
12,2023-07-10 13:45:00,zn2401,zn2401,19320.0,3.0,289825.0,-1.0,19375.0,19375.0,19320.0,19375.0,19525.0,19350.0,19295.0,19430.0,19295.0,43.0,4166375.0,625
13,2023-07-10 14:15:00,zn2401,zn2401,19320.0,6.0,579800.0,2.0,19320.0,19340.0,19320.0,19320.0,19525.0,19350.0,19295.0,19430.0,19295.0,49.0,4746175.0,627
14,2023-07-10 14:45:00,zn2401,zn2401,19345.0,3.0,290100.0,0.0,19320.0,19345.0,19320.0,19320.0,19525.0,19350.0,19295.0,19430.0,19295.0,52.0,5036275.0,627
15,2023-07-10 15:00:00,zn2401,zn2401,19345.0,0.0,0.0,0.0,19345.0,19345.0,19345.0,19345.0,19525.0,19350.0,19295.0,19430.0,19295.0,52.0,5036275.0,627
