time,symbol_id,symbol_name,last,trade_volume,trade_amount,open_interest_change,open,high,low,close,yesterday_settlementprice,yesterday_close,today_open,today_high,today_low,volume,amount,open_interest
2023-05-10 21:30:00,ru2401C11750,ru2401C11750,2039.0,6.0,121650.0,0.0,1997.0,2050.0,1730.0,1730.0,1780.0,1730.0,1997.0,2050.0,1997.0,6.0,121650.0,9
2023-05-10 22:00:00,ru2401C11750,ru2401C11750,1960.0,2.0,39200.0,2.0,2039.0,2039.0,1960.0,2039.0,1780.0,1730.0,1997.0,2050.0,1960.0,8.0,160850.0,11
2023-05-10 22:30:00,ru2401C11750,ru2401C11750,1960.0,0.0,0.0,0.0,1960.0,1960.0,1960.0,1960.0,1780.0,1730.0,1997.0,2050.0,1960.0,8.0,160850.0,11
2023-05-10 23:00:00,ru2401C11750,ru2401C11750,1960.0,0.0,0.0,0.0,1960.0,1960.0,1960.0,1960.0,1780.0,1730.0,1997.0,2050.0,1960.0,8.0,160850.0,11
2023-05-11 09:30:00,ru2401C11750,ru2401C11750,1960.0,0.0,0.0,0.0,1960.0,1960.0,1960.0,1960.0,1780.0,1730.0,1997.0,2050.0,1960.0,8.0,160850.0,11
2023-05-11 10:00:00,ru2401C11750,ru2401C11750,1960.0,0.0,0.0,0.0,1960.0,1960.0,1960.0,1960.0,1780.0,1730.0,1997.0,2050.0,1960.0,8.0,160850.0,11
2023-05-11 10:45:00,ru2401C11750,ru2401C11750,1960.0,0.0,0.0,0.0,1960.0,1960.0,1960.0,1960.0,1780.0,1730.0,1997.0,2050.0,1960.0,8.0,160850.0,11
2023-05-11 11:15:00,ru2401C11750,ru2401C11750,1960.0,0.0,0.0,0.0,1960.0,1960.0,1960.0,1960.0,1780.0,1730.0,1997.0,2050.0,1960.0,8.0,160850.0,11
2023-05-11 13:45:00,ru2401C11750,ru2401C11750,1960.0,0.0,0.0,0.0,1960.0,1960.0,1960.0,1960.0,1780.0,1730.0,1997.0,2050.0,1960.0,8.0,160850.0,11
2023-05-11 14:15:00,ru2401C11750,ru2401C11750,1960.0,0.0,0.0,0.0,1960.0,1960.0,1960.0,1960.0,1780.0,1730.0,1997.0,2050.0,1960.0,8.0,160850.0,11
2023-05-11 14:45:00,ru2401C11750,ru2401C11750,1960.0,0.0,0.0,0.0,1960.0,1960.0,1960.0,1960.0,1780.0,1730.0,1997.0,2050.0,1960.0,8.0,160850.0,11
2023-05-11 15:00:00,ru2401C11750,ru2401C11750,1960.0,0.0,0.0,0.0,1960.0,1960.0,1960.0,1960.0,1780.0,1730.0,1997.0,2050.0,1960.0,8.0,160850.0,11
