time,symbol_id,symbol_name,last,trade_volume,trade_amount,open_interest_change,open,high,low,close,yesterday_settlementprice,yesterday_close,today_open,today_high,today_low,volume,amount,open_interest
2023-05-10 21:30:00,p2306,p2306,7534.0,4979.0,376057440.0,-1657.0,7600.0,7600.0,7528.0,7592.0,7636.0,7592.0,7600.0,7600.0,7528.0,4979.0,376057440.0,47857
2023-05-10 22:00:00,p2306,p2306,7530.0,3595.0,270924140.0,-991.0,7534.0,7558.0,7514.0,7534.0,7636.0,7592.0,7600.0,7600.0,7514.0,8574.0,646981580.0,46866
2023-05-10 22:30:00,p2306,p2306,7536.0,1682.0,126772740.0,-426.0,7530.0,7548.0,7524.0,7530.0,7636.0,7592.0,7600.0,7600.0,7514.0,10256.0,773754320.0,46440
2023-05-10 23:00:00,p2306,p2306,7550.0,1582.0,119243540.0,-360.0,7536.0,7552.0,7526.0,7536.0,7636.0,7592.0,7600.0,7600.0,7514.0,11838.0,892997860.0,46080
2023-05-11 09:30:00,p2306,p2306,7502.0,3170.0,238397400.0,-643.0,7538.0,7554.0,7496.0,7550.0,7636.0,7592.0,7600.0,7600.0,7496.0,15008.0,1131395260.0,45437
2023-05-11 10:00:00,p2306,p2306,7460.0,2685.0,200747160.0,-812.0,7502.0,7502.0,7454.0,7502.0,7636.0,7592.0,7600.0,7600.0,7454.0,17693.0,1332142420.0,44625
2023-05-11 10:45:00,p2306,p2306,7448.0,1880.0,140185580.0,-518.0,7460.0,7472.0,7440.0,7460.0,7636.0,7592.0,7600.0,7600.0,7440.0,19573.0,1472328000.0,44107
2023-05-11 11:15:00,p2306,p2306,7464.0,2589.0,192767500.0,-200.0,7448.0,7466.0,7430.0,7448.0,7636.0,7592.0,7600.0,7600.0,7430.0,22162.0,1665095500.0,43907
2023-05-11 13:45:00,p2306,p2306,7468.0,1549.0,115590440.0,-322.0,7464.0,7474.0,7446.0,7464.0,7636.0,7592.0,7600.0,7600.0,7430.0,23711.0,1780685940.0,43585
2023-05-11 14:15:00,p2306,p2306,7482.0,1491.0,111537140.0,-327.0,7468.0,7490.0,7468.0,7468.0,7636.0,7592.0,7600.0,7600.0,7430.0,25202.0,1892223080.0,43258
2023-05-11 14:45:00,p2306,p2306,7426.0,2067.0,153941460.0,-653.0,7482.0,7488.0,7412.0,7482.0,7636.0,7592.0,7600.0,7600.0,7412.0,27269.0,2046164540.0,42605
2023-05-11 15:00:00,p2306,p2306,7420.0,1053.0,78159120.0,-229.0,7426.0,7432.0,7408.0,7426.0,7636.0,7592.0,7600.0,7600.0,7408.0,28322.0,2124323660.0,42376
