,time,symbol_id,symbol_name,last,trade_volume,trade_amount,open_interest_change,bv1,bp1,ap1,av1,prev_close,open,high,low,volume,amount,open_interest
14,2023-09-14 09:30:06,IF2309,IF2309,3739.0,6.0,6730020.0,-4.0,2,3739.2,3740.2,1,3739.6,3740.0,3742.4,3738.4,399.0,447717960.0,84845
15,2023-09-14 09:30:07,IF2309,IF2309,3739.8,2.0,2243700.0,0.0,2,3739.4,3740.0,14,3739.6,3740.0,3742.4,3738.4,401.0,449961660.0,84845
16,2023-09-14 09:30:07,IF2309,IF2309,3739.4,7.0,7853040.0,-6.0,1,3739.6,3740.0,10,3739.6,3740.0,3742.4,3738.4,408.0,457814700.0,84839
17,2023-09-14 09:30:08,IF2309,IF2309,3739.4,11.0,12341580.0,-9.0,3,3739.6,3739.8,1,3739.6,3740.0,3742.4,3738.4,419.0,470156280.0,84830
18,2023-09-14 09:30:08,IF2309,IF2309,3740.4,11.0,12342240.0,-9.0,2,3740.2,3740.6,9,3739.6,3740.0,3742.4,3738.4,430.0,482498520.0,84821
19,2023-09-14 09:30:09,IF2309,IF2309,3739.8,32.0,35911680.0,-16.0,3,3739.8,3741.4,1,3739.6,3740.0,3742.4,3738.4,462.0,518410200.0,84805
20,2023-09-14 09:30:09,IF2309,IF2309,3740.0,1.0,1122000.0,-1.0,13,3740.2,3741.0,1,3739.6,3740.0,3742.4,3738.4,463.0,519532200.0,84804
21,2023-09-14 09:30:10,IF2309,IF2309,3741.0,5.0,5611380.0,-1.0,1,3741.0,3741.4,2,3739.6,3740.0,3742.4,3738.4,468.0,525143580.0,84803
22,2023-09-14 09:30:10,IF2309,IF2309,3741.0,17.0,19080420.0,-12.0,7,3741.0,3741.4,1,3739.6,3740.0,3742.4,3738.4,485.0,544224000.0,84791
23,2023-09-14 09:30:11,IF2309,IF2309,3741.0,17.0,19078800.0,-15.0,1,3740.4,3741.4,1,3739.6,3740.0,3742.4,3738.4,502.0,563302800.0,84776
24,2023-09-14 09:30:11,IF2309,IF2309,3740.8,2.0,2244420.0,0.0,1,3740.6,3740.8,2,3739.6,3740.0,3742.4,3738.4,504.0,565547220.0,84776
25,2023-09-14 09:30:12,IF2309,IF2309,3741.4,20.0,22445940.0,-19.0,5,3741.6,3741.8,5,3739.6,3740.0,3742.4,3738.4,524.0,587993160.0,84757
26,2023-09-14 09:30:12,IF2309,IF2309,3740.6,7.0,7856880.0,-7.0,1,3740.6,3740.8,1,3739.6,3740.0,3742.4,3738.4,531.0,595850040.0,84750
