,time,symbol_id,symbol_name,last,trade_volume,trade_amount,open_interest_change,bv1,bp1,ap1,av1,prev_close,open,high,low,volume,amount,open_interest
0,2023-09-18 09:15:00,SH603369,今世缘,0.0,0.0,0.0,0.0,200,60.6,60.6,200,60.64,60.7,0.0,0.0,0.0,0.0,0
1,2023-09-18 09:15:03,SH603369,今世缘,0.0,0.0,0.0,0.0,200,60.65,60.65,200,60.64,60.7,0.0,0.0,0.0,0.0,0
2,2023-09-18 09:15:21,SH603369,今世缘,0.0,0.0,0.0,0.0,600,60.65,60.65,600,60.64,60.7,0.0,0.0,0.0,0.0,0
3,2023-09-18 09:15:39,SH603369,今世缘,0.0,0.0,0.0,0.0,600,60.65,60.65,600,60.64,60.7,0.0,0.0,0.0,0.0,0
4,2023-09-18 09:15:48,SH603369,今世缘,0.0,0.0,0.0,0.0,900,60.65,60.65,900,60.64,60.7,0.0,0.0,0.0,0.0,0
5,2023-09-18 09:15:48,SH603369,今世缘,0.0,0.0,0.0,0.0,1000,60.65,60.65,1000,60.64,60.7,0.0,0.0,0.0,0.0,0
6,2023-09-18 09:15:54,SH603369,今世缘,0.0,0.0,0.0,0.0,1000,60.65,60.65,1000,60.64,60.7,0.0,0.0,0.0,0.0,0
7,2023-09-18 09:16:00,SH603369,今世缘,0.0,0.0,0.0,0.0,1100,60.65,60.65,1100,60.64,60.7,0.0,0.0,0.0,0.0,0
8,2023-09-18 09:17:00,SH603369,今世缘,0.0,0.0,0.0,0.0,1200,60.65,60.65,1200,60.64,60.7,0.0,0.0,0.0,0.0,0
9,2023-09-18 09:17:27,SH603369,今世缘,0.0,0.0,0.0,0.0,1200,60.65,60.65,1200,60.64,60.7,0.0,0.0,0.0,0.0,0
10,2023-09-18 09:20:51,SH603369,今世缘,0.0,0.0,0.0,0.0,1200,60.65,60.65,1200,60.64,60.7,0.0,0.0,0.0,0.0,0
11,2023-09-18 09:21:00,SH603369,今世缘,0.0,0.0,0.0,0.0,1500,60.65,60.65,1500,60.64,60.7,0.0,0.0,0.0,0.0,0
12,2023-09-18 09:21:03,SH603369,今世缘,0.0,0.0,0.0,0.0,1600,60.65,60.65,1600,60.64,60.7,0.0,0.0,0.0,0.0,0
13,2023-09-18 09:21:06,SH603369,今世缘,0.0,0.0,0.0,0.0,1600,60.65,60.65,1600,60.64,60.7,0.0,0.0,0.0,0.0,0
14,2023-09-18 09:21:12,SH603369,今世缘,0.0,0.0,0.0,0.0,1700,60.65,60.65,1700,60.64,60.7,0.0,0.0,0.0,0.0,0
15,2023-09-18 09:21:18,SH603369,今世缘,0.0,0.0,0.0,0.0,2200,60.65,60.65,2200,60.64,60.7,0.0,0.0,0.0,0.0,0
16,2023-09-18 09:22:09,SH603369,今世缘,0.0,0.0,0.0,0.0,2300,60.65,60.65,2300,60.64,60.7,0.0,0.0,0.0,0.0,0
17,2023-09-18 09:22:12,SH603369,今世缘,0.0,0.0,0.0,0.0,2300,60.65,60.65,2300,60.64,60.7,0.0,0.0,0.0,0.0,0
18,2023-09-18 09:22:36,SH603369,今世缘,0.0,0.0,0.0,0.0,4500,60.61,60.61,4500,60.64,60.7,0.0,0.0,0.0,0.0,0
19,2023-09-18 09:22:48,SH603369,今世缘,0.0,0.0,0.0,0.0,6000,60.7,60.7,6000,60.64,60.7,0.0,0.0,0.0,0.0,0
20,2023-09-18 09:22:48,SH603369,今世缘,0.0,0.0,0.0,0.0,6800,60.7,60.7,6800,60.64,60.7,0.0,0.0,0.0,0.0,0
21,2023-09-18 09:23:12,SH603369,今世缘,0.0,0.0,0.0,0.0,6800,60.7,60.7,6800,60.64,60.7,0.0,0.0,0.0,0.0,0
22,2023-09-18 09:23:18,SH603369,今世缘,0.0,0.0,0.0,0.0,7600,60.7,60.7,7600,60.64,60.7,0.0,0.0,0.0,0.0,0
23,2023-09-18 09:23:24,SH603369,今世缘,0.0,0.0,0.0,0.0,7900,60.7,60.7,7900,60.64,60.7,0.0,0.0,0.0,0.0,0
24,2023-09-18 09:23:27,SH603369,今世缘,0.0,0.0,0.0,0.0,7900,60.7,60.7,7900,60.64,60.7,0.0,0.0,0.0,0.0,0
25,2023-09-18 09:23:48,SH603369,今世缘,0.0,0.0,0.0,0.0,9800,60.7,60.7,9800,60.64,60.7,0.0,0.0,0.0,0.0,0
26,2023-09-18 09:23:54,SH603369,今世缘,0.0,0.0,0.0,0.0,9900,60.7,60.7,9900,60.64,60.7,0.0,0.0,0.0,0.0,0
27,2023-09-18 09:23:57,SH603369,今世缘,0.0,0.0,0.0,0.0,10000,60.7,60.7,10000,60.64,60.7,0.0,0.0,0.0,0.0,0
28,2023-09-18 09:24:00,SH603369,今世缘,0.0,0.0,0.0,0.0,10000,60.7,60.7,10000,60.64,60.7,0.0,0.0,0.0,0.0,0
29,2023-09-18 09:24:06,SH603369,今世缘,0.0,0.0,0.0,0.0,10000,60.7,60.7,10000,60.64,60.7,0.0,0.0,0.0,0.0,0
30,2023-09-18 09:24:12,SH603369,今世缘,0.0,0.0,0.0,0.0,10000,60.7,60.7,10000,60.64,60.7,0.0,0.0,0.0,0.0,0
31,2023-09-18 09:24:15,SH603369,今世缘,0.0,0.0,0.0,0.0,10000,60.7,60.7,10000,60.64,60.7,0.0,0.0,0.0,0.0,0
32,2023-09-18 09:24:24,SH603369,今世缘,0.0,0.0,0.0,0.0,10500,60.7,60.7,10500,60.64,60.7,0.0,0.0,0.0,0.0,0
33,2023-09-18 09:24:24,SH603369,今世缘,0.0,0.0,0.0,0.0,11000,60.7,60.7,11000,60.64,60.7,0.0,0.0,0.0,0.0,0
34,2023-09-18 09:24:30,SH603369,今世缘,0.0,0.0,0.0,0.0,17100,60.7,60.7,17100,60.64,60.7,0.0,0.0,0.0,0.0,0
35,2023-09-18 09:24:33,SH603369,今世缘,0.0,0.0,0.0,0.0,21200,60.7,60.7,21200,60.64,60.7,0.0,0.0,0.0,0.0,0
36,2023-09-18 09:24:36,SH603369,今世缘,0.0,0.0,0.0,0.0,21200,60.7,60.7,21200,60.64,60.7,0.0,0.0,0.0,0.0,0
37,2023-09-18 09:24:42,SH603369,今世缘,0.0,0.0,0.0,0.0,21400,60.7,60.7,21400,60.64,60.7,0.0,0.0,0.0,0.0,0
38,2023-09-18 09:24:42,SH603369,今世缘,0.0,0.0,0.0,0.0,21600,60.7,60.7,21600,60.64,60.7,0.0,0.0,0.0,0.0,0
39,2023-09-18 09:24:48,SH603369,今世缘,0.0,0.0,0.0,0.0,22300,60.7,60.7,22300,60.64,60.7,0.0,0.0,0.0,0.0,0
40,2023-09-18 09:24:48,SH603369,今世缘,0.0,0.0,0.0,0.0,23500,60.7,60.7,23500,60.64,60.7,0.0,0.0,0.0,0.0,0
41,2023-09-18 09:24:54,SH603369,今世缘,0.0,0.0,0.0,0.0,24000,60.7,60.7,24000,60.64,60.7,0.0,0.0,0.0,0.0,0
42,2023-09-18 09:25:00,SH603369,今世缘,60.7,24100.0,1462870.0,56.0,5900,60.7,60.85,200,60.64,60.7,60.7,60.7,24100.0,1462870.0,56
43,2023-09-18 09:30:00,SH603369,今世缘,60.06,30000.0,1815762.0,47.0,200,60.4,60.68,700,60.64,60.7,60.8,60.06,54100.0,3278632.0,103
44,2023-09-18 09:30:04,SH603369,今世缘,60.45,2200.0,133418.0,10.0,100,60.3,60.64,4000,60.64,60.7,60.8,60.06,56300.0,3412050.0,113
