,time,symbol_id,symbol_name,last,trade_volume,trade_amount,open_interest_change,bv1,bp1,ap1,av1,prev_close,open,high,low,volume,amount,open_interest
0,2023-09-18 09:30:00,AP2310,AP310,8965.0,2819.0,25328715.0,-798.0,18,8965.0,8967.0,1,9050.0,9052.0,9100.0,8911.0,2819.0,25328715.0,10681
1,2023-09-18 10:00:00,AP2310,AP310,8951.0,1284.0,11491607.0,-549.0,1,8950.0,8954.0,1,9050.0,9052.0,9100.0,8911.0,4103.0,36820322.0,10132
2,2023-09-18 10:45:00,AP2310,AP310,8961.0,412.0,3692773.0,-24.0,1,8957.0,8961.0,4,9050.0,9052.0,9100.0,8911.0,4515.0,40513095.0,10108
3,2023-09-18 11:15:00,AP2310,AP310,8950.0,336.0,3005226.0,-27.0,2,8945.0,8951.0,3,9050.0,9052.0,9100.0,8911.0,4851.0,43518321.0,10081
4,2023-09-18 13:45:00,AP2310,AP310,8952.0,285.0,2551599.0,9.0,3,8948.0,8952.0,1,9050.0,9052.0,9100.0,8911.0,5136.0,46069920.0,10090
5,2023-09-18 14:15:00,AP2310,AP310,8963.0,204.0,1824540.0,-42.0,2,8964.0,8966.0,2,9050.0,9052.0,9100.0,8911.0,5340.0,47894460.0,10048
6,2023-09-18 14:45:00,AP2310,AP310,8964.0,185.0,1659265.0,-42.0,3,8964.0,8967.0,2,9050.0,9052.0,9100.0,8911.0,5525.0,49553725.0,10006
7,2023-09-18 15:00:00,AP2310,AP310,8955.0,143.0,1282567.0,-76.0,1,8950.0,8955.0,3,9050.0,9052.0,9100.0,8911.0,5668.0,50836292.0,9930
