,time,symbol_id,symbol_name,last,trade_volume,trade_amount,open_interest_change,bv1,bp1,ap1,av1,prev_close,open,high,low,volume,amount,open_interest
0,2023-09-18 08:55:00,AP2310,AP310,9050.0,0.0,0.0,0.0,0,0.0,0.0,0,9050.0,9052.0,0.0,0.0,0.0,0.0,11479
1,2023-09-18 08:55:05,AP2310,AP310,9050.0,0.0,0.0,0.0,0,0.0,0.0,0,9050.0,9052.0,0.0,0.0,0.0,0.0,11479
2,2023-09-18 08:55:05,AP2310,AP310,9050.0,0.0,0.0,0.0,0,0.0,0.0,0,9050.0,9052.0,0.0,0.0,0.0,0.0,11479
3,2023-09-18 08:55:13,AP2310,AP310,9050.0,0.0,0.0,0.0,0,0.0,0.0,0,9050.0,9052.0,0.0,0.0,0.0,0.0,11479
4,2023-09-18 08:55:19,AP2310,AP310,9050.0,0.0,0.0,0.0,0,0.0,0.0,0,9050.0,9052.0,0.0,0.0,0.0,0.0,11479
5,2023-09-18 08:55:20,AP2310,AP310,9050.0,0.0,0.0,0.0,0,0.0,0.0,0,9050.0,9052.0,0.0,0.0,0.0,0.0,11479
6,2023-09-18 08:55:22,AP2310,AP310,9050.0,0.0,0.0,0.0,0,0.0,0.0,0,9050.0,9052.0,0.0,0.0,0.0,0.0,11479
7,2023-09-18 08:55:40,AP2310,AP310,9050.0,0.0,0.0,0.0,0,0.0,0.0,0,9050.0,9052.0,0.0,0.0,0.0,0.0,11479
8,2023-09-18 08:55:53,AP2310,AP310,9050.0,0.0,0.0,0.0,0,0.0,0.0,0,9050.0,9052.0,0.0,0.0,0.0,0.0,11479
9,2023-09-18 08:56:03,AP2310,AP310,9050.0,0.0,0.0,0.0,0,0.0,0.0,0,9050.0,9052.0,0.0,0.0,0.0,0.0,11479
10,2023-09-18 08:56:04,AP2310,AP310,9050.0,0.0,0.0,0.0,0,0.0,0.0,0,9050.0,9052.0,0.0,0.0,0.0,0.0,11479
11,2023-09-18 08:56:11,AP2310,AP310,9050.0,0.0,0.0,0.0,0,0.0,0.0,0,9050.0,9052.0,0.0,0.0,0.0,0.0,11479
12,2023-09-18 08:56:16,AP2310,AP310,9050.0,0.0,0.0,0.0,0,0.0,0.0,0,9050.0,9052.0,0.0,0.0,0.0,0.0,11479
13,2023-09-18 08:56:21,AP2310,AP310,9050.0,0.0,0.0,0.0,0,0.0,0.0,0,9050.0,9052.0,0.0,0.0,0.0,0.0,11479
14,2023-09-18 08:57:01,AP2310,AP310,9050.0,0.0,0.0,0.0,0,0.0,0.0,0,9050.0,9052.0,0.0,0.0,0.0,0.0,11479
15,2023-09-18 08:57:02,AP2310,AP310,9050.0,0.0,0.0,0.0,0,0.0,0.0,0,9050.0,9052.0,0.0,0.0,0.0,0.0,11479
16,2023-09-18 08:57:05,AP2310,AP310,9050.0,0.0,0.0,0.0,0,0.0,0.0,0,9050.0,9052.0,0.0,0.0,0.0,0.0,11479
17,2023-09-18 08:57:15,AP2310,AP310,9050.0,0.0,0.0,0.0,0,0.0,0.0,0,9050.0,9052.0,0.0,0.0,0.0,0.0,11479
18,2023-09-18 08:57:16,AP2310,AP310,9050.0,0.0,0.0,0.0,0,0.0,0.0,0,9050.0,9052.0,0.0,0.0,0.0,0.0,11479
19,2023-09-18 08:57:25,AP2310,AP310,9050.0,0.0,0.0,0.0,0,0.0,0.0,0,9050.0,9052.0,0.0,0.0,0.0,0.0,11479
20,2023-09-18 08:58:10,AP2310,AP310,9050.0,0.0,0.0,0.0,0,0.0,0.0,0,9050.0,9052.0,0.0,0.0,0.0,0.0,11479
21,2023-09-18 08:58:16,AP2310,AP310,9050.0,0.0,0.0,0.0,0,0.0,0.0,0,9050.0,9052.0,0.0,0.0,0.0,0.0,11479
22,2023-09-18 08:58:18,AP2310,AP310,9050.0,0.0,0.0,0.0,0,0.0,0.0,0,9050.0,9052.0,0.0,0.0,0.0,0.0,11479
23,2023-09-18 08:59:00,AP2310,AP310,9052.0,115.0,1040980.0,-41.0,8,9052.0,9070.0,6,9050.0,9052.0,9052.0,9052.0,115.0,1040980.0,11438
24,2023-09-18 09:00:00,AP2310,AP310,9052.0,2.0,18104.0,0.0,6,9052.0,9070.0,6,9050.0,9052.0,9052.0,9052.0,117.0,1059084.0,11438
25,2023-09-18 09:00:00,AP2310,AP310,9052.0,1.0,9052.0,0.0,5,9052.0,9070.0,6,9050.0,9052.0,9052.0,9052.0,118.0,1068136.0,11438
26,2023-09-18 09:00:01,AP2310,AP310,9050.0,29.0,263096.0,-9.0,4,9050.0,9068.0,1,9050.0,9052.0,9100.0,9050.0,147.0,1331232.0,11429
27,2023-09-18 09:00:01,AP2310,AP310,9052.0,1.0,9056.0,-1.0,10,9053.0,9068.0,1,9050.0,9052.0,9100.0,9050.0,148.0,1340288.0,11428
28,2023-09-18 09:00:02,AP2310,AP310,9052.0,2.0,18112.0,0.0,8,9053.0,9061.0,1,9050.0,9052.0,9100.0,9050.0,150.0,1358400.0,11428
29,2023-09-18 09:00:02,AP2310,AP310,9053.0,6.0,54336.0,-2.0,4,9053.0,9086.0,1,9050.0,9052.0,9100.0,9050.0,156.0,1412736.0,11426
