time,symbol_id,symbol_name,last,trade_volume,trade_amount,open_interest_change,bv1,bp1,ap1,av1,yesterday_close,today_open,today_high,today_low,volume,amount,open_interest
2023-05-11 09:29:00,IO2403-P-4400,IO2403-P-4400,433.4,0.0,0.0,0.0,1,423.4,513.4,1,433.4,0.0,0.0,0.0,0.0,0.0,46
2023-05-11 09:30:00,IO2403-P-4400,IO2403-P-4400,433.4,0.0,0.0,0.0,1,423.4,506.2,1,433.4,0.0,0.0,0.0,0.0,0.0,46
2023-05-11 09:30:01,IO2403-P-4400,IO2403-P-4400,433.4,0.0,0.0,0.0,2,423.4,506.2,1,433.4,0.0,0.0,0.0,0.0,0.0,46
2023-05-11 09:30:01,IO2403-P-4400,IO2403-P-4400,433.4,0.0,0.0,0.0,1,433.2,506.2,1,433.4,0.0,0.0,0.0,0.0,0.0,46
2023-05-11 09:30:02,IO2403-P-4400,IO2403-P-4400,433.4,0.0,0.0,0.0,1,433.2,506.0,6,433.4,0.0,0.0,0.0,0.0,0.0,46
2023-05-11 09:30:06,IO2403-P-4400,IO2403-P-4400,433.4,0.0,0.0,0.0,2,433.2,506.0,6,433.4,0.0,0.0,0.0,0.0,0.0,46
2023-05-11 09:30:11,IO2403-P-4400,IO2403-P-4400,433.4,0.0,0.0,0.0,6,462.6,478.4,6,433.4,0.0,0.0,0.0,0.0,0.0,46
2023-05-11 09:30:11,IO2403-P-4400,IO2403-P-4400,433.4,0.0,0.0,0.0,6,456.4,479.0,6,433.4,0.0,0.0,0.0,0.0,0.0,46
2023-05-11 09:30:12,IO2403-P-4400,IO2403-P-4400,433.4,0.0,0.0,0.0,1,434.8,506.0,6,433.4,0.0,0.0,0.0,0.0,0.0,46
2023-05-11 09:30:13,IO2403-P-4400,IO2403-P-4400,433.4,0.0,0.0,0.0,6,462.4,478.2,6,433.4,0.0,0.0,0.0,0.0,0.0,46
2023-05-11 09:30:14,IO2403-P-4400,IO2403-P-4400,433.4,0.0,0.0,0.0,1,468.2,478.2,6,433.4,0.0,0.0,0.0,0.0,0.0,46
2023-05-11 09:30:14,IO2403-P-4400,IO2403-P-4400,433.4,0.0,0.0,0.0,1,468.2,479.0,6,433.4,0.0,0.0,0.0,0.0,0.0,46
2023-05-11 09:30:15,IO2403-P-4400,IO2403-P-4400,433.4,0.0,0.0,0.0,2,433.2,479.6,1,433.4,0.0,0.0,0.0,0.0,0.0,46
2023-05-11 09:30:15,IO2403-P-4400,IO2403-P-4400,433.4,0.0,0.0,0.0,6,462.4,478.0,6,433.4,0.0,0.0,0.0,0.0,0.0,46
2023-05-11 09:30:16,IO2403-P-4400,IO2403-P-4400,433.4,0.0,0.0,0.0,1,466.8,479.0,6,433.4,0.0,0.0,0.0,0.0,0.0,46
2023-05-11 09:30:16,IO2403-P-4400,IO2403-P-4400,433.4,0.0,0.0,0.0,1,466.8,478.8,6,433.4,0.0,0.0,0.0,0.0,0.0,46
2023-05-11 09:30:18,IO2403-P-4400,IO2403-P-4400,433.4,0.0,0.0,0.0,6,463.2,478.8,6,433.4,0.0,0.0,0.0,0.0,0.0,46
2023-05-11 09:30:18,IO2403-P-4400,IO2403-P-4400,433.4,0.0,0.0,0.0,1,462.4,479.6,1,433.4,0.0,0.0,0.0,0.0,0.0,46
2023-05-11 09:30:19,IO2403-P-4400,IO2403-P-4400,433.4,0.0,0.0,0.0,1,464.4,478.2,6,433.4,0.0,0.0,0.0,0.0,0.0,46
