time,symbol_id,symbol_name,last,trade_volume,trade_amount,open_interest_change,open,high,low,close,yesterday_settlementprice,yesterday_close,today_open,today_high,today_low,volume,amount,open_interest
2023-05-10 21:30:00,OI311P7700,OI311P7700,192.0,0.0,0.0,0.0,192.0,192.0,192.0,192.0,197.0,192.0,192.0,192.0,192.0,0.0,0.0,165
2023-05-10 22:00:00,OI311P7700,OI311P7700,192.0,0.0,0.0,0.0,192.0,192.0,192.0,192.0,197.0,192.0,192.0,192.0,192.0,0.0,0.0,165
2023-05-10 22:30:00,OI311P7700,OI311P7700,192.0,0.0,0.0,0.0,192.0,192.0,192.0,192.0,197.0,192.0,192.0,192.0,192.0,0.0,0.0,165
2023-05-10 23:00:00,OI311P7700,OI311P7700,192.0,0.0,0.0,0.0,192.0,192.0,192.0,192.0,197.0,192.0,192.0,192.0,192.0,0.0,0.0,165
2023-05-11 09:30:00,OI311P7700,OI311P7700,218.5,19.0,3980.5,13.0,204.5,218.5,204.5,192.0,197.0,192.0,204.5,218.5,204.5,19.0,3980.5,178
2023-05-11 10:00:00,OI311P7700,OI311P7700,233.0,12.0,2669.0,12.0,218.5,233.0,210.5,218.5,197.0,192.0,204.5,233.0,204.5,31.0,6649.5,190
2023-05-11 10:45:00,OI311P7700,OI311P7700,236.0,24.0,5588.0,-12.0,233.0,236.0,231.5,233.0,197.0,192.0,204.5,236.0,204.5,55.0,12237.5,178
2023-05-11 11:15:00,OI311P7700,OI311P7700,236.0,0.0,0.0,0.0,236.0,236.0,236.0,236.0,197.0,192.0,204.5,236.0,204.5,55.0,12237.5,178
2023-05-11 13:45:00,OI311P7700,OI311P7700,230.0,6.0,1365.5,6.0,236.0,236.0,230.0,236.0,197.0,192.0,204.5,236.0,204.5,61.0,13603.0,184
2023-05-11 14:15:00,OI311P7700,OI311P7700,230.0,0.0,0.0,0.0,230.0,230.0,230.0,230.0,197.0,192.0,204.5,236.0,204.5,61.0,13603.0,184
2023-05-11 14:45:00,OI311P7700,OI311P7700,230.0,0.0,0.0,0.0,230.0,230.0,230.0,230.0,197.0,192.0,204.5,236.0,204.5,61.0,13603.0,184
2023-05-11 15:00:00,OI311P7700,OI311P7700,230.0,0.0,0.0,0.0,230.0,230.0,230.0,230.0,197.0,192.0,204.5,236.0,204.5,61.0,13603.0,184
