time,symbol_id,symbol_name,last,trade_volume,trade_amount,open_interest_change,open,high,low,close,yesterday_settlementprice,yesterday_close,today_open,today_high,today_low,volume,amount,open_interest
2023-05-10 21:30:00,y2401-P-6700,y2401-P-6700,121.0,0.0,0.0,0.0,121.0,121.0,121.0,121.0,124.0,121.0,121.0,121.0,121.0,0.0,0.0,3
2023-05-10 22:00:00,y2401-P-6700,y2401-P-6700,121.0,0.0,0.0,0.0,121.0,121.0,121.0,121.0,124.0,121.0,121.0,121.0,121.0,0.0,0.0,3
2023-05-10 22:30:00,y2401-P-6700,y2401-P-6700,121.0,0.0,0.0,0.0,121.0,121.0,121.0,121.0,124.0,121.0,121.0,121.0,121.0,0.0,0.0,3
2023-05-10 23:00:00,y2401-P-6700,y2401-P-6700,121.0,0.0,0.0,0.0,121.0,121.0,121.0,121.0,124.0,121.0,121.0,121.0,121.0,0.0,0.0,3
2023-05-11 09:30:00,y2401-P-6700,y2401-P-6700,121.0,0.0,0.0,0.0,121.0,121.0,121.0,121.0,124.0,121.0,121.0,121.0,121.0,0.0,0.0,3
2023-05-11 10:00:00,y2401-P-6700,y2401-P-6700,129.0,3.0,3780.0,3.0,123.0,129.0,121.0,121.0,124.0,121.0,123.0,129.0,123.0,3.0,3780.0,6
2023-05-11 10:45:00,y2401-P-6700,y2401-P-6700,137.0,2.0,2700.0,2.0,129.0,137.0,129.0,129.0,124.0,121.0,123.0,137.0,123.0,5.0,6480.0,8
2023-05-11 11:15:00,y2401-P-6700,y2401-P-6700,137.0,0.0,0.0,0.0,137.0,137.0,137.0,137.0,124.0,121.0,123.0,137.0,123.0,5.0,6480.0,8
2023-05-11 13:45:00,y2401-P-6700,y2401-P-6700,137.0,0.0,0.0,0.0,137.0,137.0,137.0,137.0,124.0,121.0,123.0,137.0,123.0,5.0,6480.0,8
2023-05-11 14:15:00,y2401-P-6700,y2401-P-6700,137.0,0.0,0.0,0.0,137.0,137.0,137.0,137.0,124.0,121.0,123.0,137.0,123.0,5.0,6480.0,8
2023-05-11 14:45:00,y2401-P-6700,y2401-P-6700,137.0,0.0,0.0,0.0,137.0,137.0,137.0,137.0,124.0,121.0,123.0,137.0,123.0,5.0,6480.0,8
2023-05-11 15:00:00,y2401-P-6700,y2401-P-6700,137.0,0.0,0.0,0.0,137.0,137.0,137.0,137.0,124.0,121.0,123.0,137.0,123.0,5.0,6480.0,8
