time,symbol_id,symbol_name,last,trade_volume,trade_amount,open_interest_change,open,high,low,close,yesterday_settlementprice,yesterday_close,today_open,today_high,today_low,volume,amount,open_interest
2023-05-09 21:30:00,CF401P13200,CF401P13200,63.0,0.0,0.0,0.0,63.0,63.0,63.0,63.0,57.0,63.0,63.0,63.0,63.0,0.0,0.0,442
2023-05-09 22:00:00,CF401P13200,CF401P13200,59.0,13.0,754.0,-3.0,57.0,59.0,57.0,63.0,57.0,63.0,57.0,59.0,57.0,13.0,754.0,439
2023-05-09 22:30:00,CF401P13200,CF401P13200,59.0,0.0,0.0,0.0,59.0,59.0,59.0,59.0,57.0,63.0,57.0,59.0,57.0,13.0,754.0,439
2023-05-09 23:00:00,CF401P13200,CF401P13200,59.0,0.0,0.0,0.0,59.0,59.0,59.0,59.0,57.0,63.0,57.0,59.0,57.0,13.0,754.0,439
2023-05-10 09:30:00,CF401P13200,CF401P13200,59.0,0.0,0.0,0.0,59.0,59.0,59.0,59.0,57.0,63.0,57.0,59.0,57.0,13.0,754.0,439
2023-05-10 10:00:00,CF401P13200,CF401P13200,59.0,0.0,0.0,0.0,59.0,59.0,59.0,59.0,57.0,63.0,57.0,59.0,57.0,13.0,754.0,439
2023-05-10 10:45:00,CF401P13200,CF401P13200,59.0,0.0,0.0,0.0,59.0,59.0,59.0,59.0,57.0,63.0,57.0,59.0,57.0,13.0,754.0,439
2023-05-10 11:15:00,CF401P13200,CF401P13200,59.0,0.0,0.0,0.0,59.0,59.0,59.0,59.0,57.0,63.0,57.0,59.0,57.0,13.0,754.0,439
2023-05-10 13:45:00,CF401P13200,CF401P13200,54.0,3.0,158.0,0.0,59.0,59.0,54.0,59.0,57.0,63.0,57.0,59.0,54.0,16.0,912.0,439
2023-05-10 14:15:00,CF401P13200,CF401P13200,54.0,0.0,0.0,0.0,54.0,54.0,54.0,54.0,57.0,63.0,57.0,59.0,54.0,16.0,912.0,439
2023-05-10 14:45:00,CF401P13200,CF401P13200,57.0,17.0,969.0,-17.0,55.0,58.0,55.0,54.0,57.0,63.0,57.0,59.0,54.0,33.0,1881.0,422
2023-05-10 15:00:00,CF401P13200,CF401P13200,57.0,0.0,0.0,0.0,57.0,57.0,57.0,57.0,0.0,63.0,57.0,59.0,54.0,33.0,1881.0,422
