time,symbol_id,symbol_name,last,trade_volume,trade_amount,open_interest_change,open,high,low,close,yesterday_settlementprice,yesterday_close,today_open,today_high,today_low,volume,amount,open_interest
2023-05-10 21:30:00,i2311-C-960,i2311-C-960,5.3,0.0,0.0,0.0,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,0.0,0.0,4
2023-05-10 22:00:00,i2311-C-960,i2311-C-960,5.3,0.0,0.0,0.0,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,0.0,0.0,4
2023-05-10 22:30:00,i2311-C-960,i2311-C-960,5.3,0.0,0.0,0.0,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,0.0,0.0,4
2023-05-10 23:00:00,i2311-C-960,i2311-C-960,5.3,0.0,0.0,0.0,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,0.0,0.0,4
2023-05-11 09:30:00,i2311-C-960,i2311-C-960,5.3,0.0,0.0,0.0,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,0.0,0.0,4
2023-05-11 10:00:00,i2311-C-960,i2311-C-960,5.3,0.0,0.0,0.0,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,0.0,0.0,4
2023-05-11 10:45:00,i2311-C-960,i2311-C-960,5.3,0.0,0.0,0.0,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,0.0,0.0,4
2023-05-11 11:15:00,i2311-C-960,i2311-C-960,5.3,0.0,0.0,0.0,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,0.0,0.0,4
2023-05-11 13:45:00,i2311-C-960,i2311-C-960,2.8,2.0,550.0,1.0,2.7,2.8,2.7,5.3,5.3,5.3,2.7,2.8,2.7,2.0,550.0,5
2023-05-11 14:15:00,i2311-C-960,i2311-C-960,2.8,0.0,0.0,0.0,2.8,2.8,2.8,2.8,5.3,5.3,2.7,2.8,2.7,2.0,550.0,5
2023-05-11 14:45:00,i2311-C-960,i2311-C-960,2.8,0.0,0.0,0.0,2.8,2.8,2.8,2.8,5.3,5.3,2.7,2.8,2.7,2.0,550.0,5
2023-05-11 15:00:00,i2311-C-960,i2311-C-960,2.8,0.0,0.0,0.0,2.8,2.8,2.8,2.8,5.3,5.3,2.7,2.8,2.7,2.0,550.0,5
