time,symbol_id,symbol_name,last,trade_volume,trade_amount,open_interest_change,open,high,low,close,yesterday_settlementprice,yesterday_close,today_open,today_high,today_low,volume,amount,open_interest
2023-05-10 21:30:00,i2401-P-640,i2401-P-640,41.7,0.0,0.0,0.0,41.7,41.7,41.7,41.7,41.9,41.7,41.7,41.7,41.7,0.0,0.0,304
2023-05-10 22:00:00,i2401-P-640,i2401-P-640,43.8,10.0,43800.0,10.0,43.8,43.8,43.8,41.7,41.9,41.7,43.8,43.8,43.8,10.0,43800.0,314
2023-05-10 22:30:00,i2401-P-640,i2401-P-640,42.5,10.0,42500.0,-10.0,43.8,43.8,42.5,43.8,41.9,41.7,43.8,43.8,42.5,20.0,86300.0,304
2023-05-10 23:00:00,i2401-P-640,i2401-P-640,44.5,30.0,135100.0,0.0,42.5,46.1,42.5,42.5,41.9,41.7,43.8,46.1,42.5,50.0,221400.0,304
2023-05-11 09:30:00,i2401-P-640,i2401-P-640,45.1,50.0,226100.0,-16.0,44.5,45.3,44.5,44.5,41.9,41.7,43.8,46.1,42.5,100.0,447500.0,288
2023-05-11 10:00:00,i2401-P-640,i2401-P-640,46.4,20.0,92800.0,10.0,45.1,46.4,45.1,45.1,41.9,41.7,43.8,46.4,42.5,120.0,540300.0,298
2023-05-11 10:45:00,i2401-P-640,i2401-P-640,46.4,0.0,0.0,0.0,46.4,46.4,46.4,46.4,41.9,41.7,43.8,46.4,42.5,120.0,540300.0,298
2023-05-11 11:15:00,i2401-P-640,i2401-P-640,46.4,0.0,0.0,0.0,46.4,46.4,46.4,46.4,41.9,41.7,43.8,46.4,42.5,120.0,540300.0,298
2023-05-11 13:45:00,i2401-P-640,i2401-P-640,46.4,0.0,0.0,0.0,46.4,46.4,46.4,46.4,41.9,41.7,43.8,46.4,42.5,120.0,540300.0,298
2023-05-11 14:15:00,i2401-P-640,i2401-P-640,46.4,0.0,0.0,0.0,46.4,46.4,46.4,46.4,41.9,41.7,43.8,46.4,42.5,120.0,540300.0,298
2023-05-11 14:45:00,i2401-P-640,i2401-P-640,47.3,20.0,93900.0,-10.0,46.4,47.3,46.4,46.4,41.9,41.7,43.8,47.3,42.5,140.0,634200.0,288
2023-05-11 15:00:00,i2401-P-640,i2401-P-640,47.8,20.0,96600.0,0.0,47.3,48.8,47.3,47.3,41.9,41.7,43.8,48.8,42.5,160.0,730800.0,288
